Text,Speaker,Episode,Season,Show
 Why don’t you ask him out?,Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Oh, yeah, totally! That’s such a turn-on!",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Really? It doesn’t seem desperate?,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Oh-ooh, that’s the turn-on.",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 He just got a divorce right?,Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Hmm-mmm.,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" So he’s probably really nervous around women, y'know? Maybe, you just have to make the first move.",Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Yeah but, I’ve never asked a guy out before.",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 (shocked) You’ve never asked a guy out?!!,Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 No. Have you?,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Thousands of times!! That doesn’t make me sound too good does it?,Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 I don’t even know how I would go about it.,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin’?""",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Oh, please!",Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" (to Phoebe) Hey, how you doin’?",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
"(Phoebe looks at him, and then giggles and looks away.)",,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" You know what, I’m gonna do that, I’m gonna call him up, and I’m gonna ask him out. I can do that. Ask him out. (Practising) How you doin’? (Calls him) Hi! Joshua? It’s Rachel Green from Bloomingdale’s. (Listens) Yeah, umm, I was wondering if you umm, if you umm, left your wallet at the store today? Well, we found a wallet, and we—(Listens) the license? Well, that is a good idea! Uh, well, let’s see here this says this license belongs to a uh, uh, belongs to a mister uh, Pheebs, and umm, yeah, so sorry to bother you at home. I’ll see you tomorrow. Bye. (Hangs up) (to Phoebe) You’ve done that a thousand times?",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 I’ve never done that.,Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Ohh, God, I just got so nervous that he would say no.",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Well, you gotta give him something that he can’t say no too. Like uh, Knicks tickets! Invite the guy to a Knicks game, you’re guaranteed he’ll say yes!",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Really?! You think that will work?,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Absolutely! And if it doesn’t, can I get the extra ticket?",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
(We hear a noise coming from Monica and Rachel’s apartment.),,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 What the heck is that?,Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
(They go open the door and reveal Monica being spun around on the floor polisher and getting the cord wrapped around her legs.),,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Monica and Rachel's, erm, Chandler and Joey's, Ross, Joey, and Phoebe are watching a movie as Chandler comes in from his bedroom.]",[Scene,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Did she call?,Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" No, sorry.",Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" All right, maybe I should call her.",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" No! Forget her, man! You don’t need her, you don’t need that!",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" He’s right, what she did was unforgivable.",Ross,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Well, yeah, but y'know, what-what if I was wrong?",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 How might you be wrong?,Ross,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Well y'know, what if she didn’t actually sleep with the guy?",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Dude, tell me she actually told you this.",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" She did not have to tell me, I saw the play, and there was no heat. Back me up here, Ross!",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 That’s all you’re basing this on?,Ross,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" That’s not backing me up! Look, you said with the off-stage and the heat, and the onstage and the oy heat.",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Whoa-whoa, that-that was just a theory! There’s a lot of theories that didn’t pan out. The lone gunman. Communism. Geometry.",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Oh my God!!,Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Bloomingdale’s, Rachel’s new job, she is waiting for Joshua and practising how to ask him out.]",[Scene,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Would you like to go to a basketball game with me? (Tries again.) You know, its funny, basketball, because I happen to have tickets too… (Tries again.) Umm, who likes the Knicks—(Joshua comes in from the dressing room.)",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 What do you think?,Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Oh! Well, as a single woman, who is available, I think you look great!",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Huh. (She starts brushing the lint off and checking him out in the mirror.) Yeah?,Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Yep. Oh, yeah, look you great. (She puts her arm in his and checks how they would look as a couple.) Oh yeah. Yeah, this looks great. (Pause) Umm, so you like it?",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" I do. I do. I love it. In fact, I think I’m gonna wear it home.",Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Great.,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" All right, thank you so much for all your help.",Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Sure.,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Well, I guess this is uh, I guess this is it.",Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Yeah-eah-ha!,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Thanks. (He starts to leave) Maybe I’ll see in the spring, with the uh, y’know, for the uh, bathing suits.",Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Oh well, you don’t want to do that now?!",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Ah, that’s okay, thanks.",Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Okay.,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Anyway, hopefully, I’ll see you around sometime. (He goes out the door.)",Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Basketball!,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 (coming back in) I’m sorry.,Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" I uh, I have two tickets to the Knicks game tonight if you’re interested, just as a thank you for this week.",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Wow! That would be great.,Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Really?,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Yeah, that would be fantastic! My-my nephew is crazy about the Knicks! This is fantastic, thank you so much Rachel. (He takes the tickets and leaves as Mr. Waltham returns.)",Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Good morning.,Mr. Waltham,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Hi!,Joshua,Episode-13-The One With Rachel’s Crush,Season-04,Friends
(Mr. Waltham admires Joshua’s butt as he leaves.),,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Kathy’s apartment, Chandler is knocking on the door.]",[Scene,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 (opening the door) Hey.,Kathy,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Hey. I just, I just wanted to come over to-to say that I’m sorry. Y’know? I know I acted like the biggest idiot in the world, and I can completely understand why you were so upset.",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Oh wow. I really wish you’d call me.,Kathy,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Yeah, I know, I-I wish I had too, but y’know I-I think this is a good thing. Y'know? ‘Cause we’ve had our first fight, and now we can move on. Y’know, I know for me—(Notices a pair of men’s pants on the chair.) Nick’s pants?",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Yeah.,Kathy,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Yeah. Well, I think our second fight is going to be a big one!",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Monica and Rachel's, erm, Chandler and Joey's, Joey is debriefing Rachel on her rejection earlier that day and telling her what she should’ve done. Ross and Phoebe are watching.]",[Scene,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Okay, for next time, what do you say?",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" I have an extra ticket. An extra ticket. Not, two tickets, I have an extra ticket.",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" So the first time you ask a guy out, he-he turns you down?",Ross,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" He didn’t turn me down! He’s at the game isn’t he? I got the date, I’m just not on it!",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" (entering) Okay, it’s ready. Come on.",Monica,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 What’s ready?,Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Just come.,Monica,Episode-13-The One With Rachel’s Crush,Season-04,Friends
(They all go over to her apartment.),,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Oh my God!,Ross,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Wow! Monica!,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Great!,Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 This is beautiful!,Ross,Episode-13-The One With Rachel’s Crush,Season-04,Friends
"(She has cleaned it, completely redecorated it, removed the carpet, and polished the floor.)",,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Oh did you—what did you—did you work for two days straight?,Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Pretty much. (to Joey) So, what do you, what do you think of the floor?",Monica,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" I don’t know, it looks the same.",Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 You used to have carpet.,Monica,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Oh yeah!,Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" So I made snacks. Please, just hang out okay? I’m just gonna rest my eyes just a little bit.",Monica,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Look, Mon, do you want us to uh, come back later?",Ross,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Oh no-no-no, stay, stay, stay, just keep talking. I’m always the hostess.",Monica,Episode-13-The One With Rachel’s Crush,Season-04,Friends
(Chandler returns.),,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Hey!,Ross,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 How’d it go?,Joey,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Well, she wasn’t sleeping with him.",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Oh good!,Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 She is now.,Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 What are you saying?,Ross,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" I’m saying that she… is a devil woman! Y’know I mean you think you know someone and then they turn around and they sleep with Nick! Nick, with his rock hard pecs, and his giant man-nipples! I hate him, I hate her! Well, I don’t hate her, I love her. This is all my fault really.",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 How? How is your fault?,Phoebe,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Because, I-I should’ve called! Y’know if I had just called her after our big, stupid fight, she never would’ve gone out with Nick, and they would’ve ended up in bed together. I threw her at his man nipples!",Chandler,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Honey, this is not your fault, just because you guys had a fight, it does not justify her sleeping with someone.",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Well, if-if she thought they were on a break…",Ross,Episode-13-The One With Rachel’s Crush,Season-04,Friends
(They all turn and glare at him.),,Episode-13-The One With Rachel’s Crush,Season-04,Friends
CLOSING CREDITS,,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Bloomingdale’s, Rachel is sitting at her desk as Mr. Waltham comes in.]",[Scene,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Rachel, one of your customers seems to have left his billfold. A Joshua Bergen.",Mr. Waltham,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Really?,Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Will you call him?,Mr. Waltham,Episode-13-The One With Rachel’s Crush,Season-04,Friends
" Yes! I will! Absolutely! (She takes out his license and her license and holds them face to face with each other. She then proceeds to act like Dark Helmut in Spaceballs, and mimic a conversation between the two of them.) Hello, Rachel. Hi, Joshua. I left my wallet here on purpose. Really? Yes, I just wanted to see you again. Oh, I’m glad. Rachel, I’d like to say something to you. Yes? How you doin’?",Rachel,Episode-13-The One With Rachel’s Crush,Season-04,Friends
END,,Episode-13-The One With Rachel’s Crush,Season-04,Friends
 Wil Calhoun,Written by,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Eric Aasen,Transcribed by,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Monica and Rachel's, erm, Chandler and Joey's, Joey is getting ready for a fishing trip and Phoebe is asking him about the fishing lures. Ross is playing with the rod, and Monica is pretty much just watching the on goings.]",[Scene,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (holding a lure) So now, what is this now?",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Guggly worm.,Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (laughs and picks up another lure) And this?,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Glow-pop giggly jammer.,Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (laughs harder) You make it so funny.,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (not wanting to be left out, picks up something) Hey umm, what’s this?",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (examining it) Ohh, a hunk of sandwich from last year. (Monica drops the sandwich)",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (pretend fishing in the living room) Ohh, Geller’s got one hooked! Ohh! Looks like a big one! Yeah, ohh! Ohh! (Swinging the rod back and forth) It’s the classic struggle between man and—(swings the rod and knocks over a lamp.) Someone knocked over a lamp.",Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (going over and picking up the rod) That’s all right. Hey you guys, you know what’s going to be great about the fishing trip this year? When my dad gets me out in the middle of the lake and gives me that, ""Joey, what are you doing with your life?"" stuff. I can say, ""Well, I’m doing a movie with Charlton Heston dad. What are you doing with your life?""",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Great!,All,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
"(Chandler enters from his bedroom, all depressed and wearing sweat pants, with the chick and duck in tow.)",,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" You don’t have to stop having fun just because I’m here. Kathy didn’t cheat on all of you. (To Joey) Well, except you. (They hug and Chandler goes into the bathroom with the chick and duck following him.)",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Hey, Joey, I don’t think that you should leave Chandler alone. I mean it’s only been two days since he broke up with Kathy. Maybe you can go fishing next week?",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Look, there’s nothing I can do for him right now, he’s still in his sweat pants, that’s still Phase One. Y'know? I’ll be back for Phase Two, I would never miss Phase Two.",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 What’s Phase Two?,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Gettin’ drunk and going to a strip club.,Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 How does going to a strip club help him better?,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Because there are naked ladies there.,Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Which helps him get to Phase Three, picturing yourself with other women.",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 There are naked ladies there too.,Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Yeah.,Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (opening the bathroom door and kicking out the chick and duck) Would you give me one minute!! Please.,Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
OPENING CREDITS,,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Bloomingdale’s, Rachel is still dressing Joshua. He is trying on a pair of pants.]",[Scene,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" So, these will match the jacket you picked out for me last week?",Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Um-hmm. (Joshua turns to look in the mirror and leaves Rachel staring at his ass.) There we go. There it is.,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (turning around) Oh! You know what I need?,Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Yeah!,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Gloves. Brown, leather dress gloves.",Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh, okay. Uhh, well let’s see. (Grabs his hand.) You’re about—well uh, this one is large. And this one—(Grabs the other hand.)",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Also large?,Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Yeah! Okay, two larges coming right up!",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Okay.,Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (entering) Rachel! Could I have a moment?,Mr. Waltham,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Yes.,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" I-I was wondering, my niece you see is in from London—well Shropshire really but y’know—well she’s about your age I say. Anyway I have tickets for the opera, De Fladermouse, and I was wondering if you’d like to keep her company this evening?",Mr. Waltham,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Sure. You got it. Great!,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh, good.",Mr. Waltham,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Me, Fladermouse, great. I really—(motions to Joshua.)",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Ohh! Yes of course, thank you, thank you, thank you so very much.",Mr. Waltham,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" So…(Holds out his hands as to say, ""Where are my gloves?"")",Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" So? (She puts her hands in his, totally forgetting about the gloves, and hoping for something more intimate.)",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Gloves?,Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Ohh! Right! Right, sorry, I’ll be right back!",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Uhh, actually y’know what, I kinda—I have to take off.",Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Oh.,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" But, I was curious; do you have any plans for tonight?",Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 No! Nothing!,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" I invested in this night-club and it’s opening tonight, would you like to come?",Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Yeah! That would be great!,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 You’re into hardcore S&M right?,Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (shocked) Well, I-I guess—I…",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Kidding! (Rachel is relived) I’m gonna get there early, but I’m going to put you on the V.I.P list, okay? Look for me.",Joshua,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Yeah, great, you betcha!",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (entering) I almost forget the tickets, didn’t I?",Mr. Waltham,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 What?,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" For you and Emily, tonight, De Fladermouse.",Mr. Waltham,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh. Oh, right.",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" I think you’ll like it, it has two out of the three tenors.",Mr. Waltham,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Oh yay!,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Monica and Rachel's, erm, Chandler and Joey's, Chandler is in his sweats flinging playing cards into a pot.]",[Scene,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Y’know, I can’t believe Kathy did this too me. I really, thought that she was the one. I tell you what, from now on I’m never getting out of this chair, ever! Okay? From now on, this chair is the one! You wanna what else is the one? My sweat pants!",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Come on, man! Just-just take the sweats off. Okay? Just take ‘em off and we’ll have some fun.",Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (entering) Hey-hey!,Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Hi!,Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Hey!,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Catch any big fish? (Phoebe, Ross, and Monica all go over to him.)",Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh my God, you guys have no idea.",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (they all recoil from the smell emanating from him) Oh! God! Wow!,All,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 You stink!,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Are you kidding?!,Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Yeah, three days on the lake without a shower. Plus! I fell in that big tub of worms at the bait stand! Hey, how-how’s he doing?",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 He hasn’t gotten out of that chair in two days.,Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (goes over to Chandler) Hey buddy! How’s it going?,Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
(Chandler imitates retching and gets out of the chair.),,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (To the rest of the gang) Hey, see that? He just needed his pal to come home. All right, uh, I’ve got to go memorise my lines. (Starts to go his bedroom) Me and Charlton Heston bright and early tomorrow morning! Yeah-yeah!",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (entering) Hey!,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Hey!,Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Hey, Monica!",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Uh-oh, what’s the matter?",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Ohh, it’s Joshua invited me to this fancy club opening tonight. But, I already told Mr. Waltham that I would take his niece to this dumb old opera. So… What are you gonna do?",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 I don’t know sweetie.,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 No! Help me!,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 I can’t! I have to work!,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Phoebe?,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" I would, but I get my morning sickness in the evening.",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Ugh!,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Unless! She wants to spend the night holding my hair back for me.,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Ohh, gosh. You guys, come on, this is—I have to meet Joshua! This is my one chance for him to see the fun Rachel. Y’know the ""Wouldn’t it be great if she was my wife"" Rachel. Ohh, all right! Are Joey and Chandler back?",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" No, Chandler’s still in Phase One, and Joey’s that thing you smell.",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Ohh! (Realises that Ross is in the room.) Hi!,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Hi!,Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 So….,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 No.,Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Ohhhh, come on!!!",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
(There’s a knock on the door.),,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 I think she’s here.,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" No! Wait! Wait-wait! Ross, please!",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" You want me to take some girl I’ve never met to the opera so you can go to a club and flirt with some guy, hmm, that-that is a toughie.",Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (looking out the peephole) Ohh, she’s looking down the hall. Oh! She looked right at me! Oh wait, you can’t see people through that little hole, can you? (Goes back to the door.) Hello!",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Hello! (Monica screams),Woman,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" I’ll be right there! (to Ross) Okay, Ross, please come on! I thought we have moved on! I thought we’ve gotten to a place where we could be happy for each other! I mean was that just me?",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" All right, I’ll do it.",Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh thank you! Thank you, thank you, thank you! (Monica opens the door.) Emily?",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Yes.,Emily,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 I’m Rachel Green.,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Thank goodness.,Emily,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 There’s been a teeny-teeny change in plans. It turns out that I’m not free tonight. So…,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Really?! Well, that’s just lovely, isn’t it? I must’ve missed your call, even though I didn’t leave the flat all day.",Emily,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh well, no I…",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh, no-no-no, that’s not rude! It’s perfectly in keeping with a trip that I’ve already been run down by one of your wiener carts, and been strip-searched at John F. Kennedy Airport, apparently to you people, I look like someone who’s got a balloon full of cocaine stuffed up their bum.",Emily,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 I-I-I think you look great.,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
